@id	@type	@lat	@lon	name	name:en	place
4681233372	node	19.1974156	72.8204124	Janakalyan Nagar		neighbourhood
4759418251	node	19.1187195	72.9073476	Powai		suburb
4846898844	node	19.0425635	72.8427072	Mahim Parsi Colony		neighbourhood
4892766334	node	18.9659626	72.8148375	Chikalwadi		neighbourhood
5138326407	node	19.0712777	72.9099330	Ramabai Sahakar Nagar		neighbourhood
5265596382	node	19.0635611	72.8253892	Malla		neighbourhood
5296411371	node	19.0519073	72.8308306	Vaidya Nagar		neighbourhood
5456500632	node	19.1071458	72.9144734	Anandgadh		neighbourhood
5477750894	node	19.0920487	72.8820992	Jarimari		neighbourhood
5482345507	node	19.1316825	72.8756297	Sriput Nagar		neighbourhood
5495380211	node	19.0938554	72.9146793	Nityanand Nagar		neighbourhood
5496604603	node	18.9935288	72.8424069	Lal Baug		suburb
5496716436	node	19.0782328	72.8393130	Willingdon		neighbourhood
5526822722	node	19.0963204	72.8643595	Sutar Pakhadi		neighbourhood
5631616217	node	19.1460094	72.7906517	Gabriel Wadi		neighbourhood
5705458089	node	19.1722019	72.9632085	Gavan Pada Koliwada		neighbourhood
5746301555	node	19.1841024	72.9437657	Model Town		neighbourhood
5839627467	node	19.1682298	72.9324791	Amar Nagar		neighbourhood
5839627468	node	19.1652706	72.9317201	Rajaram Wadi		neighbourhood
5841547697	node	19.1515483	72.9300624	Ganesh Nagar		neighbourhood
5841547869	node	19.1576140	72.9319721	Milind Nagar		neighbourhood
5841547870	node	19.1569097	72.9311165	Govind Nagar		neighbourhood
5843139503	node	19.1393605	72.9204279	Pratap Nagar		neighbourhood
5843139504	node	19.1412761	72.9207605	Hanuman Nagar		neighbourhood
5890165451	node	19.0607777	72.8433817	Shivajinagar		neighbourhood
5890165452	node	19.0612177	72.8448733	Kherwadi		suburb
5907308816	node	19.0318761	72.8882146	Vashi Village		neighbourhood
5907308817	node	19.0407251	72.8917015	Maraoli Village		neighbourhood
5907308818	node	19.0816423	72.8970712	Kirol VIllage		neighbourhood
5907308819	node	19.0822659	72.8840089	Kurla Christian Village		neighbourhood
5907308820	node	19.0753000	72.8676796	Kalina Village		neighbourhood
5907308821	node	19.0787881	72.8643215	Kolivery Village		neighbourhood
5907308822	node	19.0842532	72.8274411	Tara Village		neighbourhood
5907308823	node	19.0050981	72.8460610	Bhoiwada		neighbourhood
5907308824	node	18.9999313	72.8447176	Parel Village		neighbourhood
5907322637	node	19.1084739	72.8597027	Chakala Village		neighbourhood
5907330383	node	19.0407302	72.8642303	Sion Koliwada		neighbourhood
5909533871	node	19.1412711	72.8562427	Pratap Nagar		neighbourhood
5909533890	node	19.1392946	72.8573263	Gufa Tekdi		neighbourhood
5910381578	node	19.0452660	72.9006466	Wadavli Village		neighbourhood
5911311146	node	19.0799440	72.8563178	Vakola Village		neighbourhood
5911339565	node	19.0526325	72.9040237	Ghatla Village		neighbourhood
5911339579	node	19.0559726	72.9081058	Khardev Nagar		neighbourhood
5911636623	node	19.0649420	72.9103053	Jai Ambe Nagar		neighbourhood
5911636864	node	19.0615449	72.9051501	Garib Janta Nagar		neighbourhood
5911636865	node	19.0599072	72.9084599	Gaikwad Nagar		neighbourhood
5911636866	node	19.0640142	72.9055524	Rahul Nagar		neighbourhood
5911636867	node	19.0609314	72.9065341	Ambedkar Nagar		neighbourhood
5911636870	node	19.0608072	72.9079664	Adarsh Nagar		neighbourhood
5911695101	node	19.0535667	72.9214874	Patilwadi		neighbourhood
5911695104	node	19.0483871	72.9260123	Agarwadi Gaon		neighbourhood
5912237816	node	19.0536503	72.9240918	Deonar Colony		neighbourhood
5912237861	node	19.0526286	72.9197627	Tata Nagar		neighbourhood
5912237931	node	19.0536782	72.9273668	Lallubhai Compound		neighbourhood
5912238149	node	19.0563630	72.9275680	Dr Zakir Hussain Nagar		neighbourhood
5912238198	node	19.0535794	72.9294777	Annabhau Sathe Nagar		neighbourhood
5913226235	node	19.0592481	72.9122150	Limboni Baug		neighbourhood
5913226243	node	19.0602622	72.9154444	New Gautam Nagar		neighbourhood
5913226261	node	19.0592050	72.9109007	New Limboni Baug		neighbourhood
5913278068	node	19.0674872	72.9261571	Nirankari Nagar		neighbourhood
5913278310	node	19.0654186	72.9283351	Shashtri Nagar		neighbourhood
5913278312	node	19.0641916	72.9311514	Shanti Nagar		neighbourhood
5913278313	node	19.0603103	72.9281124	Adarsh Nagar		neighbourhood
5913278314	node	19.0601405	72.9287294	Bharat Nagar		neighbourhood
5913278315	node	19.0606526	72.9298130	Indira Nagar		neighbourhood
5913278316	node	19.0617883	72.9302663	Chikalwadi		neighbourhood
5913278317	node	19.0628784	72.9310709	Padma Nagar		neighbourhood
5913464569	node	19.0669244	72.9066681	Chheda Nagar		suburb
5913464773	node	19.0551208	72.9132128	Govandi Village		neighbourhood
5913594285	node	19.0864635	72.8435397	Prabhat Colony		neighbourhood
5913594286	node	19.0816879	72.8400797	Bajaj Wadi		neighbourhood
5913594287	node	19.0737385	72.8390229	Ram Krishna Nagar		neighbourhood
5913743889	node	19.2451847	72.8545904	Shivaji Nagar		neighbourhood
5921458394	node	19.1050777	72.8433734	Hastiraj Plot		neighbourhood
5924611734	node	19.1652605	72.9452866	Gavni Pada		neighbourhood
5924793303	node	19.1510112	72.9432535	Bhandup Village West		neighbourhood
5924793304	node	19.1505602	72.9457211	Bhandup Village East		neighbourhood
5924793791	node	19.1788853	72.9532850	Babu Jagjivan Ram Nagar		neighbourhood
5936647182	node	19.1164520	72.8709733	Kondivita Village		neighbourhood
5936647183	node	19.1176077	72.8760588	Shivaji Nagar		neighbourhood
5936647216	node	19.1215307	72.8796691	Vijay Nagar		neighbourhood
5936692750	node	19.1369178	72.8691280	Poonam Nagar		neighbourhood
5936692778	node	19.1276887	72.8627819	Sher e Punjab Colony		neighbourhood
5937358379	node	19.1400092	72.8947484	Filter Pada		neighbourhood
5937381422	node	19.1470533	72.8949416	Sai Bangoda Adivasi Gaothan		neighbourhood
5937381558	node	19.1222707	72.8827429	Bhavani Nagar		neighbourhood
5937381560	node	19.1144347	72.8776145	Marol Village		neighbourhood
5937604816	node	19.1371560	72.8614676	Shyam Nagar		neighbourhood
5938628743	node	19.1631171	72.8764129	Mali Nagar		neighbourhood
5939253605	node	19.1732562	72.8808439	Nagari Niwara Colony		neighbourhood
5939602672	node	19.1645055	72.8873134	Adivasi Nagar		neighbourhood
5939660384	node	19.1506007	72.8830647	Adarsh Nagar		neighbourhood
5939662878	node	19.1538287	72.8863263	Royal Palms Estate		neighbourhood
5939665724	node	19.1530534	72.8804683	Navjeevan Nagar		neighbourhood
5939688543	node	19.1444030	72.8661454	Ketli Pada		neighbourhood
5968928052	node	19.1618156	72.9462889	Hira Nagar		neighbourhood
5969724488	node	19.1649666	72.9505706	Indira Nagar No.2		neighbourhood
5969983550	node	19.1645131	72.9523516	Nane Pada		neighbourhood
5970073726	node	19.1714017	72.9382110	Veer Sambhaji Nagar		neighbourhood
5984940268	node	19.1776756	72.9366839	Hanuman Pada		neighbourhood
6126211462	node	19.0813635	72.8538930	Vakola	Vakola	neighbourhood
6133404372	node	19.0452872	72.8200580	Land's End		neighbourhood
6212377883	node	19.0360520	72.8635501	Indira Nagar		suburb
6229353243	node	19.1692533	72.9530060	Vijay Nagar		neighbourhood
6230922018	node	19.1717817	72.9444230	P&T Colony		neighbourhood
6230922809	node	19.1695877	72.9477167	Ramghad Nagar		neighbourhood
6230922820	node	19.1663448	72.9469871	St Pius Colony		neighbourhood
6235398868	node	19.1745887	72.9651296	Neelam Nagar		neighbourhood
6786347962	node	19.1247542	72.9201221	Ramabai Ambedkar Nagar		neighbourhood
6786347965	node	19.1242410	72.9178737	Tirandaz Village		neighbourhood
6786447317	node	19.1826600	72.9471534	Govardhan Nagar		neighbourhood
8717192415	node	19.0012230	72.8371802	Railway Colony		neighbourhood
8740794597	node	18.9714363	72.8051492	Breach Candy		neighbourhood
8846665382	node	19.1095551	72.9160541	Shivaji nagar		neighbourhood
9348211565	node	18.9157866	72.8189036	Cuffe Parade		neighbourhood
9404702300	node	19.0537259	72.8275798	Ranwar Village Square		neighbourhood
9405918643	node	19.0509424	72.8352795	Lal Mati (Lal Mitti)	Lal Mati (Lal Mitti)	neighbourhood
10244138456	node	19.1855580	72.9470569	Vaishali Nagar		neighbourhood
10248764916	node	19.1640081	72.9337862	Azad Nagar		neighbourhood
10257592374	node	19.1735225	72.9325716	Rahul Nagar		neighbourhood
10257627239	node	19.1705656	72.9319507	Highland Park		neighbourhood
10257627240	node	19.1674596	72.9333347	Lok Rachna		neighbourhood
10259407203	node	19.1765053	72.9545564	Narayan Nagar		neighbourhood
10263176449	node	19.1183882	72.9114640	Hiranandani Gardens		neighbourhood
10266021394	node	19.1230766	72.8896201	Shiv Shakti Nagar		neighbourhood
10266102485	node	19.0884102	72.8891587	Kamani		neighbourhood
10268111721	node	19.0748910	72.9139950	Nalanda Nagar		neighbourhood
10269097534	node	19.1604517	72.9297727	Jaishankar Nagar		neighbourhood
10269097549	node	19.1625141	72.9313016	Srirampada		neighbourhood
10269097550	node	19.1619770	72.9308778	Trimurti Nagar		neighbourhood
10269109718	node	19.1634312	72.9300195	Khadan		neighbourhood
10271314339	node	19.0107163	72.8458145	Naigaon		neighbourhood
10271314366	node	19.0656414	72.8941934	Shell Colony		neighbourhood
10273976353	node	19.1179422	72.8381109	Dhangar Wadi		neighbourhood
10273979019	node	19.1215053	72.8415334	Gaondevi Dongri		neighbourhood
10274112122	node	19.1080937	72.8436845	Irla Gaon	Irla Village	neighbourhood
10274112123	node	19.1068417	72.8420860	Dhunbai Wadi		neighbourhood
10274112130	node	19.1029994	72.8416729	Kamala Nagar		neighbourhood
10275476344	node	19.1782824	72.9544008	Gautam Nagar		neighbourhood
10278698111	node	19.0485696	72.9392517	Maharashtra Nagar		neighbourhood
10293809966	node	19.1657976	72.9359418	Nirmal Lifestyle		neighbourhood
10301015928	node	19.1591292	72.9464400	Nahur		suburb
10301025767	node	19.1632590	72.9495460	Vaithara Nagar		neighbourhood
10303031446	node	19.1702337	72.9490739	Rohidas Nagar		neighbourhood
10305216855	node	19.0530165	72.8837675	Suman Nagar		neighbourhood
10305216871	node	19.0565684	72.8902960	Swastik Park		neighbourhood
10305216872	node	19.0578284	72.8920609	Siddharth Colony		neighbourhood
10308354751	node	19.1618251	72.9364571	Ram Raheem Udyog Nagar		neighbourhood
10309251532	node	19.1465466	72.9288500	Kokan Nagar		neighbourhood
10310414274	node	19.1714739	72.9501116	Mirani Nagar		neighbourhood
10696472357	node	19.0630204	72.8517580	Government Colony		neighbourhood
10767848899	node	19.1212432	72.8904817	Budhiya Jadhav Wadi		neighbourhood
10773578912	node	19.1672806	72.9411246	Salpadevipada		neighbourhood
10775837442	node	19.1720487	72.9315799	Shankar Tekdi		neighbourhood
10777556513	node	19.2357034	72.8602311	Daulat Nagar		neighbourhood
10786762433	node	19.0366737	72.8675611	Rawal Camp		neighbourhood
10809175128	node	19.0729400	72.9066628	Nath Pai Nagar		neighbourhood
10845482723	node	19.1752173	72.9349382	Ganesh Pada		neighbourhood
10845482731	node	19.1759374	72.9359217	Bodha Pada		neighbourhood
10848131522	node	19.1572772	72.9436443	Subhash Nagar		neighbourhood
10879216197	node	19.1102327	72.8265882	Juhu Gaothan		neighbourhood
10879221715	node	19.1111705	72.8304076	JVPD Scheme		neighbourhood
10879221722	node	19.1176837	72.8211969	Mora Gaon	Mora Village	neighbourhood
10879625874	node	19.2135124	72.8314644	Bunder Pakhadi Gaon		neighbourhood
11022980195	node	19.0453674	72.8580585	Saibaba Nagar		neighbourhood
11022980196	node	19.0456514	72.8583401	Gopinath Colony		neighbourhood
11024326700	node	19.0928654	72.8515077	Shastri Nagar		neighbourhood
11028340642	node	19.1330356	72.8951990	Gautam Nagar		neighbourhood
11028470079	node	19.1481581	72.8935683	Maroshi Pada		neighbourhood
11063231027	node	19.0482121	72.8941022	"Navjivan Society, Chembur"		neighbourhood
11109855455	node	19.1667033	72.9303535	Najma Nagar		neighbourhood
11271567832	node	19.1671556	72.9516858	Jai Ambika Nagar		neighbourhood
11271609123	node	19.1666955	72.9510196	Indira Nagar No.1		neighbourhood
11271628176	node	19.1646267	72.9495787	Indira Nagar No.3		neighbourhood
11294890322	node	19.0312440	72.8414449	Rao Wadi	Rao Wadi	neighbourhood
11383288436	node	19.1231523	72.8599912	Malpa Dongri	Malpa Dongri	neighbourhood
11553242346	node	19.0802089	72.8454073	Anand Nagar	Anand Nagar	neighbourhood
11556366812	node	19.0767662	72.8751385	Kismat Nagar		neighbourhood
11893334880	node	19.1109169	72.8289863	Vithal Nagar	Vithal Nagar	neighbourhood
11950780604	node	18.9228809	72.8336853	Apollo Bandar		neighbourhood
11951270816	node	18.9209019	72.8254348	Shiv Shakti Nagar		neighbourhood
11951270817	node	18.9192628	72.8248018	Machimar Nagar		neighbourhood
11953259390	node	18.9736436	72.8407770	Anjeer Wadi		neighbourhood
11953259420	node	18.9745060	72.8391999	Sitaphalwadi		neighbourhood
11953352257	node	18.9549487	72.8358847	Khadak		neighbourhood
11953366419	node	18.9601592	72.8345489	Umerkhadi		neighbourhood
11954176622	node	19.0096121	72.8993404	Gavhanpada		neighbourhood
11954242057	node	19.0174074	72.8881395	MMRDA Colony		neighbourhood
11954344551	node	19.0374391	72.8414771	Wanjawadi		neighbourhood
11954344552	node	19.0470382	72.8428960	Police Colony		neighbourhood
11954344564	node	19.0476974	72.8371668	Mahim Koliwada		neighbourhood
11955846297	node	19.1699944	72.9340451			neighbourhood
11976213041	node	19.0591872	72.8708902	Prem Nagar		neighbourhood
12311758580	node	19.0833305	72.9115042	Pant Nagar		neighbourhood
12312154972	node	19.0860326	72.9064053	Kapol Wadi		neighbourhood
12387619754	node	19.1786705	72.9456335	Kadampada		neighbourhood
12387623882	node	19.1822836	72.9413072	Swapna Nagari		neighbourhood
12769498054	node	19.0028763	72.8471233	Mahadevchi Wadi		neighbourhood
12769498116	node	19.1858626	72.9415365	Ganesh Pada		neighbourhood
12842089427	node	19.1067020	72.8291232	Ashok Nagar	Ashok Nagar	neighbourhood
12848913221	node	19.1090438	72.8264362	Juhu Market	Juhu Market	neighbourhood
12869942763	node	19.1672137	72.9298712	Adivasi Colony		neighbourhood
12871624389	node	19.2202863	72.8535965	Sumer Nagar		neighbourhood
12871624390	node	19.2213009	72.8499175	Kora Kendra		neighbourhood
12871624391	node	19.2168967	72.8478350	Sai Baba Nagar		quarter
12871624392	node	19.2238836	72.8476854	Shimpoli		quarter
12871624393	node	19.2219544	72.8475643	Haridas Nagar		neighbourhood
12871624394	node	19.2207944	72.8584566	Rajendra Nagar		neighbourhood
12871624396	node	19.2149882	72.8378643	Mahavir Nagar		quarter
12871624398	node	19.2488750	72.8529590	Dahisar West		suburb
12871624399	node	19.2561876	72.8635171	Anand Nagar		neighbourhood
12871624400	node	19.2607622	72.8666023	N. L. Complex		neighbourhood
12871650510	node	19.2283752	72.8258655	Gorai		quarter
12871650511	node	19.2530859	72.8528338	Kandarpada		neighbourhood
12871843893	node	19.2245281	72.8582698	Dattapada		neighbourhood
12875122172	node	19.1762586	72.9614302	Howchet Wadi		neighbourhood
12894811008	node	18.9437539	72.8327731	Narayanpada		neighbourhood
12901643544	node	19.0562195	72.8429745	Behram Pada	Behram Pada	neighbourhood
13420278461	node	19.1638670	72.9330425	Qismat Nagar		neighbourhood
152305308	way	19.0359319	72.9210851	Anushakti Nagar		suburb
300718053	way	19.0611095	72.8297897	Bandra West		suburb
445187091	way	19.0917338	72.9169344	Laxmi Nagar		neighbourhood
483179351	way	19.1062233	72.9016938	Sangharsh Nagar		neighbourhood
572053114	way	19.1651515	72.9455890	Gavni Pada		neighbourhood
601141833	way	18.9899470	72.8438817	Kalachowki		neighbourhood
601141837	way	18.9901330	72.8446962	Abhyudaya Nagar		suburb
627612988	way	19.1834960	72.9384202	Yogi Hills		neighbourhood
959543434	way	19.1174443	72.9113204	Hiranandani Gardens		neighbourhood
1127680654	way	18.9837731	72.8403312	Ferbandar		neighbourhood
1127680795	way	18.9817105	72.8393387	Ghodapdeo		neighbourhood
1149339606	way	19.0205151	72.8481838	Dadar Hindu Colony		neighbourhood
1156207430	way	19.2360637	72.8602947	Daulat Nagar		neighbourhood
1213605860	way	18.9809597	72.8397207	Dhaku Prabhuchi Wadi		neighbourhood
1411750671	way	19.0505699	72.8612813	PMGP Colony		neighbourhood
1411775384	way	19.0881674	72.8365247	Khira Nagar		neighbourhood
12333405	relation	19.0750086	72.8247115	Danda		suburb
